Using device: cuda
Epoch: 0 | Loss: -0.48523 | Reward: -20.344 | Advantage: -0.70004 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0018606 | Time (s): 11.747 | Total Time (m): 0.19579
Epoch: 66 | Loss: -0.49903 | Reward: -19.688 | Advantage: -0.71995 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0023308 | Time (s): 34.753 | Total Time (m): 42.127
Epoch: 67 | Loss: -0.53194 | Reward: -21 | Advantage: -0.76742 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0017157 | Time (s): 37.624 | Total Time (m): 42.754
Epoch: 68 | Loss: -0.45135 | Reward: -19.031 | Advantage: -0.65116 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0094147 | Time (s): 40.758 | Total Time (m): 43.433
Epoch: 69 | Loss: -0.44461 | Reward: -19.031 | Advantage: -0.64143 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0078583 | Time (s): 43.213 | Total Time (m): 44.154
Epoch: 70 | Loss: -0.53753 | Reward: -21 | Advantage: -0.77549 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.010559 | Time (s): 36.676 | Total Time (m): 44.765
Epoch: 71 | Loss: -0.53922 | Reward: -21 | Advantage: -0.77794 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0075035 | Time (s): 36.296 | Total Time (m): 45.37
Epoch: 72 | Loss: -0.45038 | Reward: -19.031 | Advantage: -0.64977 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0010948 | Time (s): 38.605 | Total Time (m): 46.013
Epoch: 73 | Loss: -0.50195 | Reward: -21 | Advantage: -0.72416 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0053253 | Time (s): 42.68 | Total Time (m): 46.725
Epoch: 74 | Loss: -0.50799 | Reward: -20.344 | Advantage: -0.73287 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.00096893 | Time (s): 38.263 | Total Time (m): 47.362
Epoch: 75 | Loss: -0.50498 | Reward: -20.344 | Advantage: -0.72853 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.00024533 | Time (s): 39.756 | Total Time (m): 48.025
Epoch: 76 | Loss: -0.52516 | Reward: -21 | Advantage: -0.75765 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0055237 | Time (s): 42.118 | Total Time (m): 48.727
Epoch: 77 | Loss: -0.48196 | Reward: -19.688 | Advantage: -0.69532 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0058594 | Time (s): 37.496 | Total Time (m): 49.352
Epoch: 78 | Loss: -0.50093 | Reward: -20.344 | Advantage: -0.72269 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.013321 | Time (s): 41.815 | Total Time (m): 50.049
Epoch: 79 | Loss: -0.51773 | Reward: -21 | Advantage: -0.74693 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0078278 | Time (s): 40.454 | Total Time (m): 50.723
Epoch: 80 | Loss: -0.41767 | Reward: -19.031 | Advantage: -0.60257 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0080872 | Time (s): 43.345 | Total Time (m): 51.445
Epoch: 81 | Loss: -0.48265 | Reward: -19.688 | Advantage: -0.69631 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0010157 | Time (s): 39.417 | Total Time (m): 52.102
Epoch: 82 | Loss: -0.51702 | Reward: -20.344 | Advantage: -0.7459 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0089188 | Time (s): 35.867 | Total Time (m): 52.7
Epoch: 83 | Loss: -0.50069 | Reward: -20.344 | Advantage: -0.72235 | Prob: 0.5 | LogProb: -0.69315 | GradNorm: 0.0082779 | Time (s): 38.062 | Total Time (m): 53.335
