Using device: cuda
Epoch: 0 | Loss: -0.54723 | Reward: -21 | Advantage: -0.78946 | Prob: 0.50146 | LogProb: -0.69317 | GradNorm: 0.0034557 | Time (s): 5.2857 | Total Time (m): 0.088094
Epoch: 38 | Loss: -0.5429 | Reward: -21 | Advantage: -0.78331 | Prob: 0.50537 | LogProb: -0.69309 | GradNorm: 0.0025342 | Time (s): 19.477 | Total Time (m): 13.796
Epoch: 39 | Loss: -0.53935 | Reward: -21 | Advantage: -0.77794 | Prob: 0.50488 | LogProb: -0.69331 | GradNorm: 0.013983 | Time (s): 18.778 | Total Time (m): 14.109
Epoch: 40 | Loss: -0.5353 | Reward: -20.344 | Advantage: -0.77262 | Prob: 0.50488 | LogProb: -0.69284 | GradNorm: 0.018459 | Time (s): 17.653 | Total Time (m): 14.404
Epoch: 41 | Loss: -0.49013 | Reward: -19.688 | Advantage: -0.70718 | Prob: 0.50439 | LogProb: -0.69307 | GradNorm: 0.0021688 | Time (s): 21.102 | Total Time (m): 14.755
Epoch: 42 | Loss: -0.52711 | Reward: -21 | Advantage: -0.76059 | Prob: 0.50391 | LogProb: -0.69302 | GradNorm: 0.0067888 | Time (s): 21.961 | Total Time (m): 15.121
Epoch: 43 | Loss: -0.53261 | Reward: -21 | Advantage: -0.76823 | Prob: 0.50391 | LogProb: -0.6933 | GradNorm: 0.015184 | Time (s): 19.905 | Total Time (m): 15.453
Epoch: 44 | Loss: -0.48536 | Reward: -20.344 | Advantage: -0.7003 | Prob: 0.50342 | LogProb: -0.69307 | GradNorm: 0.0051526 | Time (s): 20.612 | Total Time (m): 15.797
Epoch: 45 | Loss: -0.5285 | Reward: -21 | Advantage: -0.76261 | Prob: 0.50342 | LogProb: -0.69302 | GradNorm: 0.0092269 | Time (s): 21.883 | Total Time (m): 16.161
Epoch: 46 | Loss: -0.47747 | Reward: -20.344 | Advantage: -0.68912 | Prob: 0.50293 | LogProb: -0.69287 | GradNorm: 0.020485 | Time (s): 23.218 | Total Time (m): 16.548
Epoch: 47 | Loss: -0.44921 | Reward: -19.031 | Advantage: -0.64803 | Prob: 0.50244 | LogProb: -0.6932 | GradNorm: 0.0052806 | Time (s): 20.253 | Total Time (m): 16.886
Epoch: 48 | Loss: -0.49802 | Reward: -21 | Advantage: -0.71858 | Prob: 0.50244 | LogProb: -0.69306 | GradNorm: 0.0062822 | Time (s): 27.28 | Total Time (m): 17.34
Epoch: 49 | Loss: -0.49499 | Reward: -20.344 | Advantage: -0.71412 | Prob: 0.50195 | LogProb: -0.69314 | GradNorm: 0.0016807 | Time (s): 25.742 | Total Time (m): 17.769
Epoch: 50 | Loss: -0.45814 | Reward: -19.031 | Advantage: -0.66093 | Prob: 0.50195 | LogProb: -0.69318 | GradNorm: 0.0030688 | Time (s): 25.835 | Total Time (m): 18.2
Epoch: 51 | Loss: -0.43508 | Reward: -19.031 | Advantage: -0.6276 | Prob: 0.50146 | LogProb: -0.69324 | GradNorm: 0.011967 | Time (s): 24.752 | Total Time (m): 18.613
Epoch: 52 | Loss: -0.52869 | Reward: -20.344 | Advantage: -0.7628 | Prob: 0.50146 | LogProb: -0.69309 | GradNorm: 0.008059 | Time (s): 20.225 | Total Time (m): 18.95
Epoch: 53 | Loss: -0.48553 | Reward: -20.344 | Advantage: -0.70053 | Prob: 0.50146 | LogProb: -0.69308 | GradNorm: 0.008511 | Time (s): 24.462 | Total Time (m): 19.357
Epoch: 54 | Loss: -0.47715 | Reward: -19.688 | Advantage: -0.68843 | Prob: 0.50098 | LogProb: -0.6931 | GradNorm: 0.0056295 | Time (s): 24.659 | Total Time (m): 19.768
Epoch: 55 | Loss: -0.50754 | Reward: -20.344 | Advantage: -0.73223 | Prob: 0.50098 | LogProb: -0.69314 | GradNorm: 0.0026346 | Time (s): 22.718 | Total Time (m): 20.147
Epoch: 56 | Loss: -0.45046 | Reward: -20.344 | Advantage: -0.64988 | Prob: 0.50049 | LogProb: -0.69314 | GradNorm: 0.0031742 | Time (s): 27.399 | Total Time (m): 20.604
Epoch: 57 | Loss: -0.45252 | Reward: -19.031 | Advantage: -0.65282 | Prob: 0.50049 | LogProb: -0.69317 | GradNorm: 0.010135 | Time (s): 22.737 | Total Time (m): 20.983
Epoch: 58 | Loss: -0.49523 | Reward: -20.344 | Advantage: -0.71447 | Prob: 0.50049 | LogProb: -0.69315 | GradNorm: 0.002989 | Time (s): 20.723 | Total Time (m): 21.328
Epoch: 59 | Loss: -0.46237 | Reward: -19.688 | Advantage: -0.66703 | Prob: 0.5 | LogProb: -0.69317 | GradNorm: 0.0040295 | Time (s): 24.115 | Total Time (m): 21.73
Epoch: 60 | Loss: -0.5139 | Reward: -20.344 | Advantage: -0.74141 | Prob: 0.5 | LogProb: -0.69314 | GradNorm: 0.0031185 | Time (s): 21.577 | Total Time (m): 22.09
Epoch: 61 | Loss: -0.47979 | Reward: -19.688 | Advantage: -0.69218 | Prob: 0.5 | LogProb: -0.69316 | GradNorm: 0.002136 | Time (s): 21.197 | Total Time (m): 22.443
Epoch: 62 | Loss: -0.46409 | Reward: -19.688 | Advantage: -0.66952 | Prob: 0.5 | LogProb: -0.69317 | GradNorm: 0.0028606 | Time (s): 25.541 | Total Time (m): 22.868
Epoch: 63 | Loss: -0.52973 | Reward: -21 | Advantage: -0.76421 | Prob: 0.5 | LogProb: -0.69317 | GradNorm: 0.0029621 | Time (s): 22.135 | Total Time (m): 23.237
Epoch: 64 | Loss: -0.46466 | Reward: -19.031 | Advantage: -0.67031 | Prob: 0.5 | LogProb: -0.69319 | GradNorm: 0.0084799 | Time (s): 22.935 | Total Time (m): 23.62
Epoch: 65 | Loss: -0.47585 | Reward: -19.688 | Advantage: -0.68648 | Prob: 0.5 | LogProb: -0.69318 | GradNorm: 0.0088089 | Time (s): 23.848 | Total Time (m): 24.017
Epoch: 66 | Loss: -0.47703 | Reward: -19.688 | Advantage: -0.68818 | Prob: 0.5 | LogProb: -0.69318 | GradNorm: 0.0017013 | Time (s): 23.857 | Total Time (m): 24.415
Epoch: 67 | Loss: -0.48512 | Reward: -19.688 | Advantage: -0.69984 | Prob: 0.5 | LogProb: -0.69319 | GradNorm: 0.011372 | Time (s): 23.914 | Total Time (m): 24.813
Epoch: 68 | Loss: -0.52747 | Reward: -21 | Advantage: -0.76088 | Prob: 0.5 | LogProb: -0.69323 | GradNorm: 0.012167 | Time (s): 24.067 | Total Time (m): 25.214
Epoch: 69 | Loss: -0.53944 | Reward: -21 | Advantage: -0.77814 | Prob: 0.5 | LogProb: -0.69324 | GradNorm: 0.012555 | Time (s): 21.907 | Total Time (m): 25.58
Epoch: 70 | Loss: -0.52157 | Reward: -20.344 | Advantage: -0.75232 | Prob: 0.49976 | LogProb: -0.69328 | GradNorm: 0.0011369 | Time (s): 21.263 | Total Time (m): 25.934
Epoch: 71 | Loss: -0.4385 | Reward: -19.031 | Advantage: -0.63252 | Prob: 0.49976 | LogProb: -0.69325 | GradNorm: 0.002356 | Time (s): 26.661 | Total Time (m): 26.378
Epoch: 72 | Loss: -0.51048 | Reward: -20.344 | Advantage: -0.73642 | Prob: 0.49951 | LogProb: -0.69319 | GradNorm: 0.0014421 | Time (s): 21.654 | Total Time (m): 26.739
Epoch: 73 | Loss: -0.47573 | Reward: -19.688 | Advantage: -0.68636 | Prob: 0.49951 | LogProb: -0.69311 | GradNorm: 0.0015912 | Time (s): 25.122 | Total Time (m): 27.158
Epoch: 74 | Loss: -0.4053 | Reward: -17.719 | Advantage: -0.58476 | Prob: 0.49951 | LogProb: -0.6931 | GradNorm: 0.0083975 | Time (s): 25.339 | Total Time (m): 27.58
Epoch: 75 | Loss: -0.52872 | Reward: -21 | Advantage: -0.76292 | Prob: 0.49927 | LogProb: -0.69303 | GradNorm: 0.0017711 | Time (s): 23.098 | Total Time (m): 27.965
Epoch: 76 | Loss: -0.50374 | Reward: -20.344 | Advantage: -0.72679 | Prob: 0.49902 | LogProb: -0.69311 | GradNorm: 0.0056734 | Time (s): 23.292 | Total Time (m): 28.353
Epoch: 77 | Loss: -0.49174 | Reward: -19.688 | Advantage: -0.70943 | Prob: 0.49902 | LogProb: -0.69314 | GradNorm: 0.0082128 | Time (s): 21.35 | Total Time (m): 28.709
Epoch: 78 | Loss: -0.52261 | Reward: -21 | Advantage: -0.75384 | Prob: 0.49878 | LogProb: -0.69327 | GradNorm: 0.0055685 | Time (s): 24.117 | Total Time (m): 29.111
Epoch: 79 | Loss: -0.44916 | Reward: -19.031 | Advantage: -0.64791 | Prob: 0.49878 | LogProb: -0.69324 | GradNorm: 0.0030875 | Time (s): 24.929 | Total Time (m): 29.527
Epoch: 80 | Loss: -0.49435 | Reward: -20.344 | Advantage: -0.71307 | Prob: 0.49878 | LogProb: -0.69327 | GradNorm: 0.0057736 | Time (s): 23.49 | Total Time (m): 29.918
Epoch: 81 | Loss: -0.485 | Reward: -19.688 | Advantage: -0.69975 | Prob: 0.49854 | LogProb: -0.69311 | GradNorm: 0.0060395 | Time (s): 23.483 | Total Time (m): 30.309
Epoch: 82 | Loss: -0.50917 | Reward: -21 | Advantage: -0.73462 | Prob: 0.49854 | LogProb: -0.6931 | GradNorm: 0.0035811 | Time (s): 24.583 | Total Time (m): 30.719
Epoch: 83 | Loss: -0.48263 | Reward: -20.344 | Advantage: -0.69635 | Prob: 0.49854 | LogProb: -0.69309 | GradNorm: 0.0017759 | Time (s): 24.02 | Total Time (m): 31.12
Epoch: 84 | Loss: -0.5113 | Reward: -20.344 | Advantage: -0.73768 | Prob: 0.49854 | LogProb: -0.69312 | GradNorm: 0.006867 | Time (s): 22.163 | Total Time (m): 31.489
Epoch: 85 | Loss: -0.54699 | Reward: -21 | Advantage: -0.7894 | Prob: 0.49829 | LogProb: -0.69293 | GradNorm: 0.014929 | Time (s): 20.716 | Total Time (m): 31.834
Epoch: 86 | Loss: -0.48281 | Reward: -19.688 | Advantage: -0.6968 | Prob: 0.49829 | LogProb: -0.69289 | GradNorm: 0.019834 | Time (s): 23.358 | Total Time (m): 32.223
Epoch: 87 | Loss: -0.51043 | Reward: -20.344 | Advantage: -0.73636 | Prob: 0.49854 | LogProb: -0.69318 | GradNorm: 0.001831 | Time (s): 23.464 | Total Time (m): 32.615
Epoch: 88 | Loss: -0.5286 | Reward: -20.344 | Advantage: -0.76252 | Prob: 0.49878 | LogProb: -0.69322 | GradNorm: 0.0030386 | Time (s): 19.836 | Total Time (m): 32.945
Epoch: 89 | Loss: -0.46938 | Reward: -19.688 | Advantage: -0.67711 | Prob: 0.49878 | LogProb: -0.69321 | GradNorm: 0.0016814 | Time (s): 22.806 | Total Time (m): 33.325
Epoch: 90 | Loss: -0.50869 | Reward: -20.344 | Advantage: -0.73383 | Prob: 0.49902 | LogProb: -0.69319 | GradNorm: 0.015195 | Time (s): 22.62 | Total Time (m): 33.702
Epoch: 91 | Loss: -0.47639 | Reward: -20.344 | Advantage: -0.68736 | Prob: 0.49902 | LogProb: -0.69308 | GradNorm: 0.0086996 | Time (s): 25.914 | Total Time (m): 34.134
Epoch: 92 | Loss: -0.4534 | Reward: -19.688 | Advantage: -0.65421 | Prob: 0.49902 | LogProb: -0.69305 | GradNorm: 0.003521 | Time (s): 24.151 | Total Time (m): 34.537
Epoch: 93 | Loss: -0.47019 | Reward: -19.031 | Advantage: -0.6785 | Prob: 0.49927 | LogProb: -0.69298 | GradNorm: 0.013547 | Time (s): 21.867 | Total Time (m): 34.901
Epoch: 94 | Loss: -0.48234 | Reward: -20.344 | Advantage: -0.69591 | Prob: 0.49951 | LogProb: -0.69311 | GradNorm: 0.006225 | Time (s): 26.332 | Total Time (m): 35.34
Epoch: 95 | Loss: -0.44777 | Reward: -18.375 | Advantage: -0.64596 | Prob: 0.49951 | LogProb: -0.69319 | GradNorm: 0.0030969 | Time (s): 21.707 | Total Time (m): 35.702
Epoch: 96 | Loss: -0.49243 | Reward: -20.344 | Advantage: -0.71032 | Prob: 0.49976 | LogProb: -0.69325 | GradNorm: 0.0072667 | Time (s): 24.008 | Total Time (m): 36.102
Epoch: 97 | Loss: -0.50655 | Reward: -20.344 | Advantage: -0.73068 | Prob: 0.49976 | LogProb: -0.69326 | GradNorm: 0.0060576 | Time (s): 22.735 | Total Time (m): 36.481
Epoch: 98 | Loss: -0.52156 | Reward: -20.344 | Advantage: -0.75236 | Prob: 0.49976 | LogProb: -0.69324 | GradNorm: 0.0034554 | Time (s): 21.012 | Total Time (m): 36.831
Epoch: 99 | Loss: -0.48638 | Reward: -19.688 | Advantage: -0.70158 | Prob: 0.49976 | LogProb: -0.69326 | GradNorm: 0.0091492 | Time (s): 23.071 | Total Time (m): 37.216
Epoch: 100 | Loss: -0.51456 | Reward: -20.344 | Advantage: -0.74231 | Prob: 0.49951 | LogProb: -0.69319 | GradNorm: 0.0047594 | Time (s): 21.857 | Total Time (m): 37.58
Epoch: 101 | Loss: -0.49065 | Reward: -19.688 | Advantage: -0.70783 | Prob: 0.49951 | LogProb: -0.69318 | GradNorm: 0.0013372 | Time (s): 22.81 | Total Time (m): 37.96
Epoch: 102 | Loss: -0.51074 | Reward: -20.344 | Advantage: -0.73685 | Prob: 0.49951 | LogProb: -0.69315 | GradNorm: 0.0057253 | Time (s): 20.689 | Total Time (m): 38.305
Epoch: 103 | Loss: -0.48887 | Reward: -19.688 | Advantage: -0.70528 | Prob: 0.49951 | LogProb: -0.69316 | GradNorm: 0.0027736 | Time (s): 23.584 | Total Time (m): 38.698
Epoch: 104 | Loss: -0.51365 | Reward: -20.344 | Advantage: -0.74099 | Prob: 0.49951 | LogProb: -0.69319 | GradNorm: 0.0030658 | Time (s): 22.142 | Total Time (m): 39.067
Epoch: 105 | Loss: -0.49625 | Reward: -19.688 | Advantage: -0.7159 | Prob: 0.49951 | LogProb: -0.69319 | GradNorm: 0.0028483 | Time (s): 21.557 | Total Time (m): 39.426
Epoch: 106 | Loss: -0.48535 | Reward: -19.688 | Advantage: -0.70013 | Prob: 0.49951 | LogProb: -0.69323 | GradNorm: 0.0067961 | Time (s): 22.531 | Total Time (m): 39.802
Epoch: 107 | Loss: -0.45216 | Reward: -19.031 | Advantage: -0.65226 | Prob: 0.49951 | LogProb: -0.69321 | GradNorm: 0.010746 | Time (s): 25.268 | Total Time (m): 40.223
Epoch: 108 | Loss: -0.55035 | Reward: -21 | Advantage: -0.79401 | Prob: 0.49951 | LogProb: -0.69313 | GradNorm: 0.0050104 | Time (s): 20.938 | Total Time (m): 40.572
Epoch: 109 | Loss: -0.45582 | Reward: -19.031 | Advantage: -0.65766 | Prob: 0.49927 | LogProb: -0.69308 | GradNorm: 0.01259 | Time (s): 23.96 | Total Time (m): 40.971
Epoch: 110 | Loss: -0.35796 | Reward: -17.062 | Advantage: -0.51644 | Prob: 0.49902 | LogProb: -0.69313 | GradNorm: 0.0028599 | Time (s): 25.792 | Total Time (m): 41.401
Epoch: 111 | Loss: -0.4813 | Reward: -19.688 | Advantage: -0.69431 | Prob: 0.49878 | LogProb: -0.69321 | GradNorm: 0.0029681 | Time (s): 23.101 | Total Time (m): 41.786
Epoch: 112 | Loss: -0.42065 | Reward: -19.031 | Advantage: -0.60685 | Prob: 0.49878 | LogProb: -0.69317 | GradNorm: 0.0081969 | Time (s): 22.946 | Total Time (m): 42.168
Epoch: 113 | Loss: -0.51819 | Reward: -20.344 | Advantage: -0.74752 | Prob: 0.49854 | LogProb: -0.6932 | GradNorm: 0.0058418 | Time (s): 21.018 | Total Time (m): 42.519
Epoch: 114 | Loss: -0.52483 | Reward: -20.344 | Advantage: -0.75717 | Prob: 0.49854 | LogProb: -0.69314 | GradNorm: 0.011598 | Time (s): 20.455 | Total Time (m): 42.86
Epoch: 115 | Loss: -0.48025 | Reward: -19.688 | Advantage: -0.693 | Prob: 0.49829 | LogProb: -0.693 | GradNorm: 0.0064619 | Time (s): 21.697 | Total Time (m): 43.221
Epoch: 116 | Loss: -0.50836 | Reward: -20.344 | Advantage: -0.7335 | Prob: 0.49805 | LogProb: -0.69306 | GradNorm: 0.0083371 | Time (s): 22.263 | Total Time (m): 43.592
Epoch: 117 | Loss: -0.43839 | Reward: -19.031 | Advantage: -0.63251 | Prob: 0.49805 | LogProb: -0.6931 | GradNorm: 0.0079687 | Time (s): 26.249 | Total Time (m): 44.03
Epoch: 118 | Loss: -0.52075 | Reward: -20.344 | Advantage: -0.75131 | Prob: 0.49805 | LogProb: -0.69311 | GradNorm: 0.0075294 | Time (s): 20.368 | Total Time (m): 44.369
Epoch: 119 | Loss: -0.50663 | Reward: -20.344 | Advantage: -0.73096 | Prob: 0.49805 | LogProb: -0.6931 | GradNorm: 0.0054611 | Time (s): 22.327 | Total Time (m): 44.741
Epoch: 120 | Loss: -0.49032 | Reward: -20.344 | Advantage: -0.70728 | Prob: 0.49805 | LogProb: -0.69326 | GradNorm: 0.019222 | Time (s): 22.756 | Total Time (m): 45.121
Epoch: 121 | Loss: -0.45863 | Reward: -19.688 | Advantage: -0.66172 | Prob: 0.49805 | LogProb: -0.69308 | GradNorm: 0.0057316 | Time (s): 26.019 | Total Time (m): 45.554
Epoch: 122 | Loss: -0.48898 | Reward: -20.344 | Advantage: -0.70549 | Prob: 0.49805 | LogProb: -0.69311 | GradNorm: 0.0047624 | Time (s): 25.56 | Total Time (m): 45.98
Epoch: 123 | Loss: -0.53011 | Reward: -21 | Advantage: -0.76483 | Prob: 0.49805 | LogProb: -0.69311 | GradNorm: 0.0040739 | Time (s): 22.739 | Total Time (m): 46.359
Epoch: 124 | Loss: -0.46455 | Reward: -20.344 | Advantage: -0.67023 | Prob: 0.49805 | LogProb: -0.69311 | GradNorm: 0.0021938 | Time (s): 28.465 | Total Time (m): 46.834
Epoch: 125 | Loss: -0.47907 | Reward: -19.031 | Advantage: -0.69116 | Prob: 0.49805 | LogProb: -0.69314 | GradNorm: 0.007057 | Time (s): 21.753 | Total Time (m): 47.196
Epoch: 126 | Loss: -0.49238 | Reward: -19.688 | Advantage: -0.71052 | Prob: 0.49805 | LogProb: -0.69298 | GradNorm: 0.013476 | Time (s): 21.277 | Total Time (m): 47.551
Epoch: 127 | Loss: -0.49944 | Reward: -20.344 | Advantage: -0.72064 | Prob: 0.49829 | LogProb: -0.69306 | GradNorm: 0.0018585 | Time (s): 23.952 | Total Time (m): 47.95
Epoch: 128 | Loss: -0.48697 | Reward: -20.344 | Advantage: -0.70264 | Prob: 0.49829 | LogProb: -0.69305 | GradNorm: 0.0026759 | Time (s): 24.447 | Total Time (m): 48.358
Epoch: 129 | Loss: -0.5166 | Reward: -20.344 | Advantage: -0.74538 | Prob: 0.49829 | LogProb: -0.69306 | GradNorm: 0.0021965 | Time (s): 23.337 | Total Time (m): 48.747
Epoch: 130 | Loss: -0.43035 | Reward: -18.375 | Advantage: -0.62095 | Prob: 0.49854 | LogProb: -0.69305 | GradNorm: 0.0043576 | Time (s): 24.753 | Total Time (m): 49.159
Epoch: 131 | Loss: -0.53556 | Reward: -21 | Advantage: -0.77257 | Prob: 0.49854 | LogProb: -0.69323 | GradNorm: 0.010192 | Time (s): 23.373 | Total Time (m): 49.549
Epoch: 132 | Loss: -0.52797 | Reward: -20.344 | Advantage: -0.76171 | Prob: 0.49854 | LogProb: -0.69313 | GradNorm: 0.0057009 | Time (s): 22.033 | Total Time (m): 49.916
Epoch: 133 | Loss: -0.46138 | Reward: -19.688 | Advantage: -0.66561 | Prob: 0.49854 | LogProb: -0.69316 | GradNorm: 0.002959 | Time (s): 26.632 | Total Time (m): 50.36
Epoch: 134 | Loss: -0.52894 | Reward: -21 | Advantage: -0.76304 | Prob: 0.49854 | LogProb: -0.69319 | GradNorm: 0.0021612 | Time (s): 24.051 | Total Time (m): 50.761
Epoch: 135 | Loss: -0.53984 | Reward: -21 | Advantage: -0.77868 | Prob: 0.49878 | LogProb: -0.69327 | GradNorm: 0.014284 | Time (s): 22.483 | Total Time (m): 51.135
Epoch: 136 | Loss: -0.50515 | Reward: -19.688 | Advantage: -0.72881 | Prob: 0.49854 | LogProb: -0.69313 | GradNorm: 0.010696 | Time (s): 20.249 | Total Time (m): 51.473
